emp_no,birth_date,first_name,last_name,gender,hire_date
406310,1954-02-18,Fuqing,Glowinski,F,1987-03-04
406312,1953-03-03,Yuping,Maginnis,F,1985-08-02
406315,1952-07-26,Aruna,Gluchowski,F,1987-03-16
406318,1952-10-03,Hitomi,Gunderson,M,1987-11-22
406325,1955-03-20,Jeong,Kawashimo,M,1987-08-15
406326,1955-12-14,Godehard,Vieth,M,1988-11-24
406336,1955-09-19,Nishit,Heiserman,M,1986-01-03
406343,1954-06-02,Abdelkader,Ecklund,M,1987-03-08
406344,1952-10-14,Seshu,Grabner,F,1988-04-21
406348,1955-08-07,Zengping,Bugaenko,F,1986-01-09
406350,1955-09-11,Susumu,Luon,M,1988-11-09
406356,1955-03-02,Otmar,Fujisaki,M,1988-08-23
406376,1954-12-27,Weiru,Schaaf,F,1987-01-26
406380,1952-08-25,Xiaobin,Cyne,M,1985-12-30
406385,1953-06-04,Insup,Gelosh,F,1985-06-28
406410,1955-09-07,Sukumar,Rodiger,M,1986-09-11
406414,1955-12-19,Yonghoan,Cannard,M,1986-09-12
406416,1954-10-18,Erez,Birsak,F,1988-12-09
406420,1954-01-09,Gaetan,Thummel,F,1985-10-07
406422,1952-09-13,Udo,Rikino,M,1987-05-15
406428,1955-02-05,Subir,Otillio,F,1987-10-24
406436,1955-01-03,Ugo,Leonhardt,M,1985-12-15
406440,1955-12-23,Moty,Parveen,F,1987-09-14
406445,1952-08-02,Suzette,Ermel,F,1988-09-02
406452,1954-12-03,Jiang,Shumilov,F,1988-12-21
406454,1953-03-31,Dhritiman,Melter,M,1985-09-21
406457,1953-11-10,Kwun,Farrag,M,1987-02-15
406491,1952-08-03,Soenke,Ohori,M,1985-07-30
406495,1953-04-11,Pintsang,Bernardeschi,F,1988-12-12
406508,1955-01-22,Morrie,Brendel,M,1988-07-18
406511,1955-08-19,Volkmar,Cappelli,M,1987-02-07
406516,1953-06-14,Juyoung,Lamba,M,1986-10-29
406521,1953-08-22,Lunjin,Zongker,M,1987-01-11
406556,1955-11-23,Remmert,Peot,M,1987-11-20
406569,1955-02-05,Shmuel,Underwood,F,1986-09-02
406574,1954-10-27,Elvis,Billawala,F,1985-06-06
406587,1955-07-26,Xuejia,Anick,F,1985-06-24
406588,1954-05-02,Arto,Ozeki,F,1985-04-11
406611,1954-05-01,Rafols,Vrecion,M,1985-03-19
406622,1954-10-02,Duri,Pollock,F,1987-08-19
406625,1952-04-03,Aron,Vesna,M,1985-05-11
406628,1952-04-03,Toshimi,Lores,M,1985-07-01
406631,1954-02-08,Yuguang,Gulik,M,1986-06-02
406644,1952-11-24,Jordanka,Giveon,F,1986-09-23
406665,1955-04-24,Tua,Kusakari,M,1988-02-17
406672,1955-08-14,Rosella,Demos,M,1985-11-19
406703,1952-10-21,Foong,Cherinka,F,1985-12-14
406713,1955-05-17,Zhonghua,Peha,F,1987-08-10
406733,1955-11-12,Stepehn,Mawatari,M,1985-04-17
406736,1954-12-01,Sadun,Erman,M,1987-09-06
406737,1953-05-14,Arunachalam,Rassart,F,1987-11-08
406739,1954-12-08,Demin,Baby,M,1985-04-08
406752,1954-04-06,Masaru,Antonakopoulos,F,1986-09-24
406766,1954-08-15,Zengping,Gulik,M,1988-05-09
406767,1955-06-02,Ulises,Grabner,M,1988-01-01
406768,1954-11-05,Fumiko,Montresor,F,1986-01-14
406779,1954-02-24,Yagil,Mandelberg,M,1988-08-14
406803,1954-07-29,Takanari,Baba,F,1987-01-10
406806,1953-10-25,Shichao,Plavsic,F,1987-04-23
406819,1954-11-04,Anestis,Itzigehl,F,1986-10-30
406843,1953-08-30,Troy,Pargaonkar,M,1988-01-26
406853,1953-08-13,Sachio,Couchot,M,1986-11-22
406854,1954-09-04,Reinhold,Besancenot,F,1988-11-20
406857,1955-03-30,Mahmut,Kemmerer,M,1987-09-06
406858,1953-12-23,Sungwon,Couchot,M,1986-02-01
406863,1953-07-24,Claude,Comte,M,1985-08-04
406871,1952-10-14,Chuanyi,Karlin,F,1987-06-11
406884,1953-01-30,Xiping,Peltason,F,1987-03-27
406888,1955-12-03,Oddvar,Warwick,M,1986-06-01
406894,1952-03-11,Giri,Curless,F,1988-04-20
406922,1955-08-29,Denis,Piazza,F,1987-04-16
406935,1955-05-23,Arunachalam,Jansen,F,1986-10-16
406949,1953-01-27,Rafael,Yoshizawa,F,1987-11-30
406950,1955-05-01,Adas,Heering,M,1985-06-27
406957,1954-01-10,Sangeeta,Rosin,F,1985-04-15
406960,1952-09-12,Janalee,Wrigley,F,1986-06-13
406973,1955-07-25,Adly,Weedon,F,1985-12-21
406980,1955-08-12,Jacopo,Panangaden,F,1987-02-15
406999,1952-03-02,Jasminko,Srimani,M,1987-06-18
407007,1953-08-25,Bluma,Shobatake,M,1986-07-14
407008,1952-06-07,Remzi,Piveteau,M,1988-07-11
407013,1954-07-22,Oldrich,Jiafu,F,1988-09-24
407026,1954-11-23,Ishfaq,Bauknecht,M,1985-12-08
407027,1955-10-29,Bernardo,Karner,M,1987-03-18
407039,1954-08-17,Juichirou,Chachaty,M,1986-01-06
407043,1955-08-15,Hercules,Kushnir,F,1986-01-29
407051,1954-10-10,Mads,Azuma,M,1985-12-08
407052,1955-10-16,Babette,Perry,F,1985-03-13
407071,1952-08-28,Cordelia,Matheson,M,1987-03-31
407073,1953-12-07,Rasikan,Pelc,M,1988-09-05
407092,1953-12-20,Maren,Clemencon,F,1986-07-01
407106,1953-09-10,Yonghoan,Koblick,M,1985-02-08
407116,1954-06-29,Bokyung,Lorho,F,1985-10-22
407125,1953-08-26,Gila,Taneja,M,1988-12-10
407133,1952-03-25,Terresa,Benzmuller,M,1986-06-23
407136,1955-05-17,Pasqua,Cardazo,F,1988-05-10
407137,1953-02-23,Elliott,Morrey,M,1986-12-13
407153,1955-01-07,Sakthirel,Rosaz,F,1986-11-13
407162,1952-10-13,Lech,Sridhar,M,1985-12-21
407163,1955-07-08,Suebskul,Ranka,M,1986-02-12
407185,1955-11-29,Xinyu,Christianini,M,1987-01-06
407191,1953-08-30,Itzchak,Bolotov,M,1985-02-27
407198,1953-12-23,Juichirou,Speek,M,1988-11-02
407200,1953-06-20,Nevin,Ligten,M,1987-01-25
407219,1952-06-14,Ramachenga,Eldridge,M,1985-07-23
407229,1952-06-27,Narain,Ballarin,M,1987-05-31
407233,1955-01-18,Chenye,Basagni,M,1988-01-18
407252,1953-03-23,Jasminko,Chimia,M,1986-06-17
407258,1953-01-22,Jasminko,Shackel,M,1988-05-31
407260,1953-03-21,Kiam,Baak,F,1985-07-14
407271,1953-05-23,Siddarth,Socorro,M,1988-02-18
407273,1953-02-01,Ottavia,Imataki,M,1988-01-17
407274,1953-01-15,Alejandra,Merel,M,1987-06-07
407279,1955-03-01,Tran,Ibel,M,1987-04-28
407304,1952-08-11,Jeong,Valette,F,1986-12-08
407326,1952-06-23,Jiafu,Spataro,M,1986-08-11
407327,1952-09-27,Zdislav,Kaelbling,M,1985-06-07
407338,1953-10-09,Erzsebet,Zaiane,F,1986-03-30
407359,1952-05-25,Suvo,Baezner,M,1987-02-14
407368,1953-07-01,Morris,Garnick,M,1985-11-11
407376,1954-07-26,Goncalo,Boudaillier,M,1987-01-03
407382,1953-09-11,Moon,Sadowsky,M,1986-10-26
407384,1952-04-01,Bernardo,Dredge,M,1985-10-01
407389,1953-10-25,Garnet,Fordan,M,1986-03-20
407390,1955-07-28,Jacqueline,Greibach,F,1985-02-12
407398,1952-05-11,Uwe,Azuma,F,1985-04-30
407411,1954-09-15,Shaowei,Baby,M,1988-12-03
407413,1955-10-03,Filipe,Driscoll,F,1988-08-08
407421,1954-10-01,Shigehito,Penn,M,1987-02-11
407424,1952-05-25,Sastry,Hoppenstand,M,1986-12-25
407425,1955-04-27,Harngdar,Setiz,F,1988-05-26
407435,1954-04-19,Fumiya,Ellozy,M,1987-05-20
407437,1952-12-03,Mabo,Farrag,F,1987-12-21
407438,1953-07-26,Sadok,Kusalik,F,1985-05-04
407451,1955-09-22,Sorina,Ponthieu,M,1988-10-25
407454,1954-11-29,Masato,Braccini,M,1986-12-17
407460,1954-11-23,Guiseppe,Morris,M,1986-05-29
407472,1953-01-18,Souichi,Lorin,M,1987-08-12
407487,1953-09-20,Aloys,Frezza,M,1986-01-10
407499,1952-09-28,Suebskul,Schapire,M,1985-04-28
407504,1955-09-05,Shigehiro,Levasseur,M,1986-07-24
407517,1954-03-01,Shuichi,Luby,M,1986-07-15
407518,1952-08-28,Shirish,McAlpine,F,1987-09-17
407528,1955-09-25,Seshu,Perin,M,1988-02-11
407537,1952-02-04,Fumiya,Walston,F,1988-01-19
407545,1954-06-12,Elliott,Danlos,M,1987-05-23
407553,1952-06-13,Berthier,Hmelo,M,1985-10-31
407558,1952-02-10,Ayakannu,Hammerschmidt,F,1987-05-11
407559,1952-04-05,Hironoby,Adachi,F,1986-12-21
407562,1954-09-18,Bodh,Budinsky,F,1985-10-20
407583,1953-06-30,Chenye,Reinhard,F,1988-11-13
407594,1952-08-17,Carrsten,Cannard,F,1986-09-01
407595,1955-10-10,Hideo,Lowrie,M,1986-10-30
407613,1955-01-02,Vitali,Rosenbaum,M,1987-10-30
407636,1952-12-21,Fumino,Dulay,F,1985-08-03
407640,1952-02-19,Uta,DuCasse,F,1986-03-25
407642,1954-09-15,Jiakeng,Oberman,M,1987-08-29
407648,1954-06-17,Neelam,Reinhard,F,1987-01-06
407649,1955-04-08,Uriel,Waeselynck,F,1988-03-29
407653,1952-06-25,Hitomi,Baezner,M,1988-11-28
407671,1954-04-07,Achilleas,Lanteri,F,1988-02-27
407710,1952-11-29,Yuqun,Luiz,M,1988-08-06
407724,1953-01-17,Bogdan,Kambil,F,1988-09-01
407730,1952-03-30,Marlo,Vilarrasa,F,1988-09-10
407733,1952-06-23,Susumu,Valtorta,M,1986-04-26
407737,1955-12-18,Mingzeng,Mundy,F,1985-06-15
407745,1952-06-21,Kensei,Strooper,M,1985-07-21
407749,1954-10-04,Limsoon,Jahnichen,M,1985-07-04
407766,1954-12-07,Yoshinari,Schmittgen,F,1985-08-01
407768,1955-09-05,Chinya,Lortz,M,1985-12-02
407770,1954-03-24,Jackson,Szilard,M,1988-07-20
407775,1954-08-30,Khedija,Waeselynck,M,1986-04-07
407799,1953-08-17,Hausi,Xiaoshan,F,1986-03-11
407802,1955-10-26,Sadun,Zedlitz,F,1987-09-30
407803,1952-09-15,Khatoun,Chaudhury,M,1988-04-04
407809,1955-11-22,JoAnne,Suri,F,1985-07-04
407810,1955-11-22,Guozhong,Nastansky,F,1986-05-26
407817,1955-07-04,Fai,Zobel,M,1985-12-25
407823,1955-04-01,Shietung,Kornatzky,F,1988-08-17
407824,1954-11-04,Sreekrishna,Kalsbeek,F,1986-12-03
407827,1955-05-05,Kannan,Steinauer,M,1987-10-08
407846,1952-09-09,Laurentiu,Muniz,M,1985-10-04
407861,1953-08-24,Bodh,Birta,F,1986-08-17
407867,1952-05-26,Sanjay,Pappas,F,1988-08-05
407879,1955-04-01,Jingling,Spell,F,1987-09-10
407882,1953-02-24,Duke,Kilgore,M,1986-08-22
407886,1954-08-07,Shmuel,Riexinger,M,1988-05-03
407896,1955-05-25,Shai,Staudhammer,M,1988-09-08
407906,1953-09-17,Fatemeh,Androutsos,F,1985-07-28
407914,1952-04-30,Jayson,Swift,M,1985-04-02
407915,1954-01-11,Mototsugu,Scharstein,F,1986-06-26
407919,1955-06-14,Val,Schlumberger,M,1988-08-12
407930,1952-08-15,Alair,Kirkerud,F,1985-07-13
407951,1953-09-15,Youngkon,Olano,M,1988-06-30
407956,1955-09-22,Yonghong,Kawashima,M,1985-10-19
407964,1952-02-13,Zdislav,Pelz,F,1988-09-04
407967,1954-09-26,Tamiya,Simkin,M,1986-01-01
407970,1954-03-18,Sangeeta,Barbanera,M,1986-04-18
407972,1955-03-04,Sachar,Huxford,M,1985-04-06
407983,1953-01-21,Khun,Plotkin,F,1987-01-08
407984,1955-11-04,Chrisa,Gien,M,1985-09-22
407991,1955-02-11,Marco,Redmiles,M,1988-12-21
407999,1954-08-16,Kazuhiko,Pappas,M,1988-08-22
408006,1955-03-29,Hinrich,Gniady,F,1986-07-01
408014,1953-10-20,Tuval,Janetzko,M,1988-04-20
408023,1953-09-30,Jovan,Henders,M,1986-09-23
408034,1954-02-26,Brendon,Brendel,M,1987-02-27
408064,1955-03-08,Kerryn,Kinley,F,1986-04-13
408085,1954-03-19,Cheong,Veevers,M,1986-10-07
408086,1954-10-24,Tonia,Velardi,M,1986-10-21
408101,1954-08-30,Arno,Takanami,M,1986-03-22
408113,1954-03-25,Lidong,Gips,F,1985-03-09
408124,1955-02-21,Dannz,Lipner,M,1985-02-10
408125,1955-11-14,Laurentiu,Famili,F,1986-01-11
408128,1953-04-04,Berna,Puppe,M,1985-04-02
408131,1955-01-23,Arne,Schach,M,1988-05-18
408137,1952-10-19,Sakthirel,Rousseau,M,1988-10-23
408167,1952-12-03,Greger,Demizu,M,1986-11-19
408172,1953-02-10,Rosli,Staudhammer,M,1987-08-22
408176,1955-09-17,Heping,Perri,F,1986-08-16
408181,1955-02-15,Zhigen,Emden,M,1988-12-13
408183,1952-02-23,Ziya,Liesche,M,1985-05-27
408194,1953-11-23,Patricio,Kawashima,M,1986-12-13
408197,1952-03-16,Dietrich,Zultner,F,1987-01-31
408204,1955-02-12,Pranay,Garrabrants,F,1987-06-29
408205,1953-09-01,Hongzhu,Goldhammer,M,1985-08-30
408208,1952-11-28,Xuejia,Senzako,M,1987-08-03
408212,1955-12-17,Tomofumi,Potthoff,F,1986-07-24
408214,1954-06-29,Eberhardt,Tchuente,F,1986-01-29
408216,1955-06-29,Shridhar,Acton,M,1985-07-18
408217,1955-05-19,Eben,Schneeberger,M,1985-07-15
408228,1954-12-27,Valeska,Rosen,F,1986-07-10
408241,1953-06-22,Moti,Preusig,F,1987-03-11
408247,1952-05-19,Tamiya,Stenning,F,1985-12-16
408251,1953-11-16,Christ,Erdmenger,F,1988-04-20
408257,1952-06-11,Moriyoshi,Rusterholz,M,1988-10-18
408267,1953-11-25,Uri,Lieblein,M,1988-05-10
408269,1955-02-22,Jessie,Hebert,F,1986-04-24
408272,1953-03-31,Stabislas,Lanzelotte,M,1986-02-01
408277,1954-09-27,Bokyung,Baez,F,1988-11-12
408294,1955-09-01,Khalil,Baek,M,1986-06-13
408296,1952-11-17,Pasqua,Preusig,F,1987-09-22
408299,1955-04-04,Hatsukazu,Litecky,M,1986-01-22
408317,1954-02-17,Roselyn,Unno,F,1986-03-10
408324,1952-02-12,Shigehito,Argence,M,1985-06-09
408328,1955-01-29,Karlis,Melton,M,1985-07-23
408339,1953-08-20,Yolla,Seiwald,M,1987-01-27
408347,1955-03-23,Masamitsu,Emmart,F,1985-02-28
408348,1952-11-04,Syozo,Zeilberger,F,1985-03-05
408363,1955-05-09,Tsutomu,Gente,F,1986-11-05
408371,1952-07-12,Felicidad,Nishimukai,M,1986-11-13
408395,1955-11-20,Cullen,Shanbhogue,F,1985-04-07
408397,1953-05-07,Pranay,Ranon,F,1985-08-21
408422,1954-09-15,Mayuri,Whittlesey,F,1988-11-27
408425,1954-05-10,Marke,Vieri,M,1988-02-19
408429,1953-11-15,Weicheng,Heinisuo,M,1987-02-25
408434,1953-04-23,Xuejun,Snedden,F,1986-08-16
408464,1954-07-11,Leandro,Dalphin,F,1988-06-30
408470,1955-12-02,Brendon,Schueller,F,1985-07-28
408474,1952-03-12,Rosli,Krohn,M,1987-07-04
408477,1952-09-22,Navin,Lovengreen,M,1987-08-13
408488,1955-12-04,Navin,Edelhoff,M,1985-04-27
408498,1955-08-14,Ottavia,Carrere,F,1986-11-09
408517,1955-10-25,Shen,Plump,M,1985-03-23
408523,1952-03-26,Shan,Barreiro,M,1986-08-04
408536,1952-12-21,Kotesh,Saoudi,M,1986-12-02
408551,1953-01-10,Abdulah,Schiper,F,1986-12-26
408552,1954-12-09,Holgard,Trumbly,M,1988-08-25
408556,1953-09-14,Kankanahalli,Farrar,F,1986-04-26
408557,1954-12-14,Anwar,Reinhart,M,1987-05-12
408571,1953-04-30,Suebskul,Sinitsyn,M,1988-08-30
408577,1953-01-02,Ibibia,Schwabacher,F,1985-09-11
408589,1955-06-03,Chikako,Pietrzykowski,M,1986-03-02
408591,1953-01-21,Lorien,Pouyioutas,M,1987-10-05
408592,1955-03-03,Neelam,Itzigehl,F,1988-01-26
408608,1955-03-29,Hyuncheol,Skafidas,F,1985-11-18
408613,1955-05-29,Mart,Angelov,M,1986-06-25
408621,1952-06-26,Masaru,Jiang,F,1987-02-17
408626,1953-04-06,Jianhua,Swan,M,1986-05-09
408629,1954-10-18,Conor,Jayawardene,M,1987-03-27
408644,1954-11-02,Jaideep,Otillio,F,1988-11-02
408657,1954-11-02,Suvo,Argence,F,1987-02-14
408662,1955-01-11,Rildo,Erva,F,1988-05-12
408690,1952-06-06,Vidya,Terekhov,M,1986-05-29
408704,1953-02-13,Zissis,Randi,F,1988-05-07
408712,1955-04-08,Paddy,Perko,F,1988-06-14
408721,1954-12-22,Moss,Bottner,F,1988-04-05
408731,1952-04-22,Jeanne,Quadeer,M,1986-04-24
408736,1955-12-11,Junsik,Poehlman,F,1987-05-20
408742,1954-08-03,Janalee,Aumann,M,1988-09-22
408752,1954-02-18,Kristinn,Teitelbaum,M,1988-09-29
408763,1954-12-24,Kerryn,Tzvieli,F,1985-12-08
408771,1954-10-15,Chanjung,Munro,F,1986-12-20
408807,1953-12-01,Hsiangchu,Tanemo,M,1988-02-16
408808,1952-12-12,Nikolaos,Birrer,F,1987-02-27
408814,1953-03-06,Utz,Kropp,M,1987-10-01
408818,1954-12-28,Bingning,Coorg,M,1986-10-08
408822,1952-02-28,Baziley,Farrag,M,1986-07-07
408825,1953-01-30,Alair,Nitta,M,1987-05-09
408834,1953-12-11,Amstein,Ermel,M,1987-05-27
408842,1954-06-15,Masami,Hartvigsen,M,1985-04-17
408861,1954-02-08,Akeel,Moffat,F,1987-06-18
408867,1952-09-24,Renee,Gente,F,1987-08-01
408868,1952-06-25,Tuval,Milicic,M,1988-12-18
408870,1953-03-25,Duke,Molenkamp,M,1986-03-20
408881,1953-08-19,Christophe,Aloia,F,1985-11-12
408886,1954-12-05,Boguslaw,Erni,F,1985-11-19
408904,1952-03-17,Fabrizio,Karner,M,1987-07-25
408914,1953-02-09,Ennio,Delgrande,F,1985-04-28
408922,1954-09-25,Bernardo,Gulak,M,1987-03-17
408938,1955-10-16,Along,Klerer,M,1985-12-29
408942,1954-03-27,Martine,Brizzi,F,1988-03-25
408948,1953-06-14,Arve,Munoz,F,1986-07-15
408956,1953-12-10,Claudi,Zlotek,M,1986-09-22
408959,1954-08-16,Richard,Linnainmaa,M,1987-02-04
408965,1952-07-15,Thanasis,Penn,M,1988-08-24
408967,1955-06-20,Prasadram,Gomatam,F,1986-08-24
408968,1954-01-15,Mabhin,Isard,M,1987-12-04
408971,1955-10-07,Premal,Kilgore,F,1986-09-14
408974,1952-10-05,Jouko,Fasbender,M,1988-02-17
408986,1952-07-05,Yannik,Kilgour,M,1985-04-29
408989,1954-06-05,Huei,Heyers,M,1987-02-21
408990,1955-04-22,Weijing,Mikschl,M,1988-07-28
409001,1953-12-09,Randi,Orlowski,M,1987-11-13
409011,1954-04-21,Ramya,Morton,F,1986-10-11
409017,1952-02-08,Hinrich,Bultermann,M,1987-09-04
409028,1952-03-13,Steve,Hebden,F,1988-11-07
409035,1953-05-24,Gad,Vadhan,M,1985-06-21
409039,1952-04-29,Sergi,Smeets,M,1985-06-21
409048,1953-08-22,Keung,Carrere,M,1988-10-20
409072,1955-05-23,Vatsa,Kroha,F,1988-06-12
409073,1954-01-05,Rosella,Underwood,F,1987-11-03
409087,1953-07-12,Mahendra,Spataro,M,1985-10-09
409100,1955-02-12,Khatoun,Eastman,F,1985-12-02
409105,1952-12-18,Munenori,Kinley,M,1985-11-18
409118,1955-09-16,Elvia,Wilharm,F,1988-09-03
409120,1954-02-09,Panayotis,Sifakis,F,1988-01-12
409121,1955-11-28,Jaewon,Unno,M,1986-11-07
409123,1952-10-28,Abdelwaheb,Schaft,F,1987-09-01
409139,1954-12-02,Xuejia,Nourani,F,1986-07-28
409145,1955-08-18,Steve,Merey,F,1988-10-30
409148,1954-01-06,Wuxu,Auria,M,1985-04-09
409153,1953-10-23,Arie,Backhouse,M,1987-05-06
409162,1954-02-02,Nevio,Narwekar,M,1988-07-22
409188,1953-05-29,Xianlong,Bonifati,M,1986-03-30
409196,1954-07-28,Sudharsan,Kroll,M,1986-10-21
409199,1955-08-14,Shushma,Ballarin,F,1985-09-27
409210,1954-03-22,Satoru,Pouyioutas,M,1986-07-26
409236,1953-01-22,Wilmer,Cannane,M,1985-04-29
409256,1954-05-02,Zine,Herbst,M,1985-10-30
409267,1952-03-12,Zijian,Roisin,M,1988-01-02
409274,1952-03-21,Jacqueline,Carrera,M,1985-08-25
409303,1955-02-05,DeForest,Gulik,M,1986-04-12
409305,1955-02-13,Make,Curless,F,1985-11-04
409321,1952-05-20,Kiyotoshi,Isaac,F,1985-07-20
409342,1952-04-02,Kristian,Unni,F,1986-03-19
409365,1955-01-29,Anestis,Deverell,M,1988-10-03
409374,1952-09-19,Vesna,Gischer,F,1988-02-02
409385,1955-12-01,Jolita,Speel,F,1987-03-15
409399,1953-07-10,Make,Auria,M,1987-08-15
409406,1954-10-26,Mario,Thambidurai,M,1988-10-11
409415,1953-04-06,Chriss,Sommen,F,1986-09-07
409431,1954-04-27,Lijia,Kobuchi,M,1986-11-18
409443,1955-07-14,Perry,Hutter,F,1985-02-21
409447,1955-11-22,Zita,Vieth,F,1986-01-17
409451,1954-12-21,Sudhanshu,Eterovic,F,1987-10-22
409454,1953-11-03,Limsoon,Showalter,M,1987-11-19
409460,1952-07-01,Aruna,Bojadziev,M,1986-02-26
409481,1953-01-28,Sakthirel,Brickell,M,1988-01-24
409490,1952-09-20,Noritoshi,Selenyi,M,1988-07-12
409517,1955-04-16,Atilio,Nilsson,F,1986-02-06
409518,1953-10-05,Duangkaew,Nitto,M,1987-06-26
409522,1953-11-07,Gadiel,Cheshire,F,1985-04-26
409527,1953-11-01,Renny,Mukaidono,F,1988-05-30
409544,1954-02-07,Divine,Hegner,M,1988-03-23
409551,1952-08-22,Iara,Stentiford,M,1988-08-15
409553,1954-09-29,Minghong,Portugali,F,1985-07-13
409557,1953-10-30,Gila,Brendel,M,1985-06-20
409559,1955-04-02,Ibibia,Rosca,F,1987-12-15
409561,1952-05-23,Shigehito,Ullian,F,1988-05-04
409562,1955-12-11,Sachar,Luce,M,1987-11-01
409563,1955-10-31,Yongmin,Sidhu,F,1986-12-13
409574,1954-06-04,Mani,Reghbati,M,1985-04-13
409584,1952-11-17,Duke,Cooman,M,1987-10-23
409603,1954-03-09,Oksana,Hiroyama,F,1988-09-24
409607,1955-07-29,Qiwen,Woycyznski,F,1988-02-13
409616,1952-06-09,Augustine,Rosenbaum,M,1988-07-03
409620,1955-03-24,Pascal,Auyong,M,1988-05-12
409624,1954-07-06,Erzsebet,Porotnikoff,M,1987-02-08
409625,1952-11-24,Serif,Lindenbaum,M,1985-07-26
409626,1953-05-30,Danny,Picci,M,1988-02-01
409648,1955-10-21,Kenton,Mukaidono,M,1987-04-11
409649,1954-11-11,Heon,Kugler,M,1987-01-17
409656,1955-02-04,Oksana,Krychniak,M,1985-03-06
409673,1953-05-30,Otilia,Reistad,F,1985-10-01
409685,1954-02-10,Hausi,Brandsma,F,1985-05-30
409694,1955-04-06,Chenye,Aloisi,M,1985-12-21
409717,1955-03-03,Xiaoqiu,Zyda,F,1987-09-02
409726,1954-07-20,Kyoichi,Makrucki,M,1986-05-08
409731,1953-01-15,Djenana,Ranft,F,1987-04-15
409738,1955-09-25,Torsten,Hainaut,M,1987-12-25
409742,1955-04-14,Constantijn,Aseltine,M,1985-06-24
409751,1954-07-22,Felicidad,Gluchowski,M,1987-10-20
409761,1952-03-27,Nahid,Brattka,F,1987-03-07
409767,1952-03-17,Maja,Ruther,M,1986-03-13
409768,1952-12-12,Goncalo,Glinert,M,1986-11-28
409777,1952-04-08,Jenwei,Beerel,M,1988-11-03
409781,1953-08-18,Luisa,Ariola,M,1986-11-23
409795,1954-05-09,Gift,Callaway,M,1986-07-24
409819,1952-06-22,Gaetan,Pellegrinelli,M,1988-02-03
409822,1952-12-21,Bedrich,Baik,M,1987-03-28
409841,1955-12-28,Dharmaraja,Brodal,M,1987-09-14
409846,1955-07-29,Kamran,Cherinka,M,1985-03-01
409861,1955-01-29,Yagil,Prochazka,M,1987-02-02
409865,1952-09-13,Woody,Ishibashi,F,1985-06-11
409873,1952-12-03,Taiji,Dayana,F,1987-11-20
409875,1954-10-17,Suebskul,Raney,M,1985-06-29
409880,1952-11-08,Tesuya,Kavraki,M,1987-11-08
409914,1955-03-28,Achilleas,Ramsay,F,1985-12-11
409918,1954-04-24,Yinghua,Raney,M,1986-04-23
409920,1955-01-11,Maya,Hofman,M,1986-01-23
409935,1952-03-11,Howell,Gronowski,F,1988-01-10
409942,1953-12-24,Izaskun,Navazio,M,1988-12-22
409948,1953-07-10,Gad,Daescu,M,1986-03-31
409954,1955-10-09,Leif,Azulay,F,1985-12-14
409959,1955-06-20,Maha,Gecsei,M,1988-01-11
409967,1953-12-23,Duri,Miculan,F,1986-03-22
409983,1954-03-16,Yinghua,Bach,M,1988-05-16
409989,1955-05-25,Xiaobin,Beerel,F,1986-01-21
409995,1953-06-12,Tomoyuki,Grospietsch,M,1986-01-03
410007,1953-05-08,Gererd,Mikschl,M,1988-07-31
410009,1952-03-31,Hausi,DuBourdieux,F,1985-10-15
410011,1955-06-19,Lunjin,Selvestrel,F,1987-10-31
410029,1955-03-06,Martins,Lung,M,1985-09-14
410036,1952-09-02,Augustine,Asrin,F,1987-01-24
410043,1955-10-04,Patricio,Mattern,M,1986-11-25
410061,1954-12-12,Bouchung,Chinin,M,1985-06-27
410063,1953-07-23,Bilhanan,Willoner,M,1986-07-11
410065,1952-11-26,Shooichi,Comyn,F,1987-08-01
410087,1952-09-08,Zhigen,Maraist,F,1985-03-20
410091,1952-11-04,Juichirou,Manderick,M,1988-04-01
410098,1955-03-18,Duke,Baek,F,1985-03-16
410106,1953-10-17,Ger,Mungall,F,1987-05-13
410108,1955-12-13,Unal,Ratzlaff,M,1988-11-10
410117,1954-11-17,Fumiyo,Beausoleil,F,1988-12-21
410124,1953-02-26,Froduald,Veccia,F,1986-02-03
410126,1953-05-01,Mari,Shobatake,M,1987-05-28
410137,1952-10-11,Seongbin,Murthy,M,1986-01-28
410148,1953-08-17,Alagu,Stanger,M,1985-12-12
410156,1953-10-20,Takushi,Chappelet,M,1985-02-10
410184,1955-10-24,Sandeepan,Mondadori,F,1986-10-04
410201,1952-03-30,Hein,Prenel,M,1985-10-07
410205,1952-09-03,Mrinalini,Ghazalie,M,1988-12-23
410216,1955-02-02,Berthier,Thorensen,M,1987-01-18
410248,1954-01-10,Maria,Keustermans,F,1985-05-10
410255,1954-03-26,Somnath,Anguita,M,1987-02-23
410262,1954-05-18,Tristan,Nergos,M,1985-07-14
410265,1952-02-24,Alper,Beausoleil,M,1988-07-23
410304,1953-07-09,Gaurav,Encarnacion,M,1987-02-23
410307,1952-03-10,Aleksander,Simmen,F,1986-02-19
410313,1953-07-23,Maia,Chepyzhov,M,1988-02-23
410320,1952-02-09,Emdad,Luon,M,1986-07-05
410327,1952-05-03,Volkmar,Puppe,M,1985-11-30
410347,1955-05-10,Marsja,Zschoche,M,1987-01-08
410356,1954-02-21,Yongqiao,Belinskaya,M,1988-07-02
410359,1955-03-06,Elgin,Lowrie,M,1985-02-14
410360,1954-06-10,Aral,Veeraraghavan,M,1988-02-20
